ENT,CVE_MUN,MUN,POB_TOT,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,LUG_NAC,LUGAR_EST,AÑO
Veracruz de Ignacio de la Llave,30045,Cosamaloapan,76755,16.47,44.88,20.58,12.04,25.64,53.53,17.65,40.11,61.73,-1.012,Bajo,1990,190,1990
Veracruz de Ignacio de la Llave,30003,Acayucan,70059,19.85,45.73,27.3,25.54,41.33,66.8,28.86,38.08,70.12,-0.473,Medio,1596,171,1990
Veracruz de Ignacio de la Llave,30038,Coatepec,61793,14.4,42.08,11.27,10.16,9.94,60.1,24.28,31.21,73.04,-1.009,Bajo,1986,189,1990
Veracruz de Ignacio de la Llave,30058,Chicontepec,60264,26.15,58.24,54.83,33.05,87.1,73.64,75.43,100,88.09,0.911,Alto,475,56,1990
Veracruz de Ignacio de la Llave,30109,Misantla,58251,16.57,51.3,23.87,29.86,38.32,69.25,47.6,67.03,85.15,-0.07,Medio,1255,138,1990
Veracruz de Ignacio de la Llave,30173,Tezonapa,52356,26.72,67.01,40.38,44.05,70.85,75.48,58.58,89.73,85.71,0.759,Alto,568,63,1990
Veracruz de Ignacio de la Llave,30143,Santiago Tuxtla,51476,32.51,65.39,54.04,39.83,59.68,71.55,55.4,72.49,84.94,0.671,Alto,634,73,1990
Veracruz de Ignacio de la Llave,30130,Playa Vicente,49579,26.37,64.67,47.48,36.21,75.98,73.65,48.8,85,83.16,0.636,Alto,656,75,1990
Veracruz de Ignacio de la Llave,30011,Alvarado,49040,16.49,46.1,32.19,23.64,43.94,58.83,17.94,52.26,63.36,-0.648,Bajo,1718,180,1990
Veracruz de Ignacio de la Llave,30204,Agua Dulce,47234,10.01,38.92,11.49,18.91,41.58,58.83,11.89,18.51,43.58,-1.307,Bajo,2155,193,1990
Veracruz de Ignacio de la Llave,30048,Cosoleacaque,46726,19.87,46.27,28.4,32.02,61.5,70.34,27.72,41.41,70.99,-0.265,Medio,1432,151,1990
Veracruz de Ignacio de la Llave,30010,Altotonga,46670,32.19,70.16,39.03,53.47,39.68,75.61,38.7,73.63,88.07,0.587,Alto,695,81,1990
Veracruz de Ignacio de la Llave,30083,Ixhuatl·n de Madero,46535,36.58,68.4,76.01,53.84,88.7,75.71,84.68,100,87.35,1.443,Muy alto,208,30,1990
Veracruz de Ignacio de la Llave,30023,Atzalan,45848,32.89,75.16,53.14,60.1,59.2,77.74,61.06,100,90.97,1.142,Muy alto,338,41,1990
Veracruz de Ignacio de la Llave,30183,Tlapacoyan,45513,20.73,53.87,16.53,19.36,25.71,69.45,34.79,42.73,76.66,-0.414,Medio,1552,165,1990
Veracruz de Ignacio de la Llave,30133,Pueblo Viejo,45284,9.18,36.52,10.52,25.24,35.62,69.17,17.88,20.67,64.42,-0.963,Bajo,1957,187,1990
Veracruz de Ignacio de la Llave,30128,Perote,44236,17.68,51.18,14.73,9.55,9.93,71.07,16.28,43.41,80.37,-0.668,Bajo,1734,182,1990
Veracruz de Ignacio de la Llave,30085,Ixtaczoquitl·n,43771,15.53,46.25,24.89,13.37,11.87,65.82,36.96,57.25,75.07,-0.593,Bajo,1673,176,1990
Veracruz de Ignacio de la Llave,30207,Tres Valles,42598,18.75,51.6,36.68,22.03,51.9,66.06,27.85,63.3,68.06,-0.283,Medio,1446,157,1990
Veracruz de Ignacio de la Llave,30032,Catemaco,40585,26.36,58.55,18.34,25.24,23.54,64.35,44.12,47.62,82.1,-0.208,Medio,1369,145,1990
Veracruz de Ignacio de la Llave,30004,Actopan,40541,20.51,60,33.6,10.2,23.27,59.64,24.91,100,77.57,-0.278,Medio,1441,155,1990
Veracruz de Ignacio de la Llave,30089,J·ltipan,38678,14.1,39.81,20.58,20.42,48.88,64.47,16.61,17.12,59.12,-0.907,Bajo,1916,185,1990
Veracruz de Ignacio de la Llave,30071,Huatusco,38302,22.37,58.84,28.32,25.8,21.09,68.37,44.71,44.43,81.08,-0.169,Medio,1328,143,1990
Veracruz de Ignacio de la Llave,30073,Hueyapan de Ocampo,38272,28.54,60.79,44.11,41.54,50.95,64.04,51.87,79.73,78.39,0.34,Alto,904,107,1990
Veracruz de Ignacio de la Llave,30138,RÌo Blanco,37686,6.75,24.4,3.69,3.02,5.76,53.03,7.29,0.14,61.58,-1.778,Muy bajo,2328,203,1990
Veracruz de Ignacio de la Llave,30068,FortÌn,36882,12.76,38.65,17.25,10.51,28.12,60.16,26.27,16.3,69.99,-1.001,Bajo,1979,188,1990
Veracruz de Ignacio de la Llave,30065,Emiliano Zapata,36370,12.9,52.53,31.89,10.86,10.5,64.27,23.36,86.13,81.05,-0.472,Medio,1595,170,1990
Veracruz de Ignacio de la Llave,30181,Tlalixcoyan,35850,21.28,60.45,47.58,37.49,62.83,68.16,39.36,79,79.67,0.305,Alto,935,111,1990
Veracruz de Ignacio de la Llave,30030,Camerino Z. Mendoza,35084,14.22,31.4,10.79,7.04,6.42,55,20.54,8.76,62.02,-1.428,Bajo,2217,197,1990
Veracruz de Ignacio de la Llave,30161,Tempoal,34839,26.55,61.46,30.14,66.47,70.87,70.21,64.29,64.93,82.01,0.614,Alto,677,77,1990
Veracruz de Ignacio de la Llave,30201,Zongolica,34318,43.2,75.71,52.18,79.67,60.39,77.71,82.75,100,90.02,1.483,Muy alto,190,27,1990
Veracruz de Ignacio de la Llave,30040,Coatzintla,34221,14.98,38.48,17.48,22.66,41.96,62.46,40.28,40.12,72.97,-0.615,Bajo,1685,177,1990
Veracruz de Ignacio de la Llave,30047,Coscomatepec,33750,37.91,73.48,24.86,27.28,36.48,77.56,65.59,69.78,82.28,0.536,Alto,740,86,1990
Veracruz de Ignacio de la Llave,30015,Angel R. Cabada,33731,25.1,62.07,38.2,25.69,43.82,63.86,31.73,67.15,76.66,-0.026,Medio,1211,132,1990
Veracruz de Ignacio de la Llave,30014,Amatl·n de los Reyes,33669,14.76,49.59,38.2,17.54,66.4,70.55,39.46,83.73,82.67,0.055,Alto,1147,130,1990
Veracruz de Ignacio de la Llave,30094,Juan RodrÌguez Clara,33378,24.01,62.75,41.93,31.91,52.49,67.51,29.24,66.05,84.74,0.178,Alto,1053,120,1990
Veracruz de Ignacio de la Llave,30142,San Juan Evangelista,33117,23.96,64.18,47.51,34.58,69.17,70.56,38.59,100,83.71,0.525,Alto,749,87,1990
Veracruz de Ignacio de la Llave,30077,Isla,31298,22.97,58.39,34.73,28.96,42.1,67.33,29.33,40.94,76.06,-0.168,Medio,1326,142,1990
Veracruz de Ignacio de la Llave,30151,Tamiahua,29600,18.27,56.61,25.55,48.08,90.29,69.89,49.8,80.02,82.42,0.417,Alto,833,100,1990
Veracruz de Ignacio de la Llave,30105,MedellÌn,29298,14.9,50.14,37.67,38.5,57.74,66.21,29.55,73.53,73.93,-0.101,Medio,1276,139,1990
Veracruz de Ignacio de la Llave,30126,Paso de Ovejas,28646,13.8,55.55,33.69,10.27,22.88,66.43,23.11,75.72,76.23,-0.425,Medio,1564,167,1990
Veracruz de Ignacio de la Llave,30034,Cerro Azul,28138,9.89,31.96,5.79,12.66,8.11,54.2,22.1,12.92,56.77,-1.496,Bajo,2239,198,1990
Veracruz de Ignacio de la Llave,30091,Jes˙s Carranza,28023,22.16,62.16,42.84,43.59,73.94,74.53,45.05,100,80.61,0.586,Alto,697,82,1990
Veracruz de Ignacio de la Llave,30069,GutiÈrrez Zamora,27719,14.07,44.99,14.91,24.44,49,64.76,43.74,50.71,77.56,-0.399,Medio,1539,164,1990
Veracruz de Ignacio de la Llave,30115,Nogales,27524,10.69,34.57,13.94,13.52,13.05,60.73,19.27,25.71,66.2,-1.182,Bajo,2091,192,1990
Veracruz de Ignacio de la Llave,30191,Ursulo Galv·n,27489,10.51,41.92,8.49,3.5,8.63,51.5,9.2,48.64,62.36,-1.348,Bajo,2173,195,1990
Veracruz de Ignacio de la Llave,30013,Amatl·n Tuxpan,26995,10.79,37.17,7.95,19.09,29.57,54.41,25.99,28.18,66.06,-1.103,Bajo,2049,191,1990
Veracruz de Ignacio de la Llave,30009,Alto Lucero de GutiÈrrez Barrios,26925,25.24,63.24,29.71,8.84,10.9,59.72,30.05,100,75.54,-0.281,Medio,1442,156,1990
Veracruz de Ignacio de la Llave,30206,Nanchital de L·zaro C·rdenas del RÌo,26723,6.82,25.96,2.72,5.61,7.14,54.92,4.6,4.23,31.76,-2.031,Muy bajo,2383,207,1990
Veracruz de Ignacio de la Llave,30148,Soledad de Doblado,26612,17.67,61.8,51.79,30.47,51.72,71.03,40.51,57.13,77.55,0.149,Alto,1073,124,1990
Veracruz de Ignacio de la Llave,30121, Ozuluama de MascareÒas                           ,25993,18.45,60.68,23.65,58.31,76.65,63.48,54.39,100,81.65,0.45,Alto,802,96,1990
Veracruz de Ignacio de la Llave,30144,Sayula de Alem·n,25501,25.68,59.79,30.28,34.64,56.48,73.36,37.65,63.81,81.5,0.209,Alto,1024,117,1990
Veracruz de Ignacio de la Llave,30086,Jalacingo,25431,32.27,71.08,45.77,33.96,47.88,77.78,44.78,75.46,92.69,0.682,Alto,628,71,1990
Veracruz de Ignacio de la Llave,30158,Tecolutla,25264,18.13,54.86,32.98,37.68,83.78,70.08,53.15,100,84.14,0.461,Alto,794,94,1990
Veracruz de Ignacio de la Llave,30033, Cazones de Herrera                               ,24667,23.06,60.71,13.44,52.03,86,75.78,73.04,100,85.66,0.744,Alto,582,65,1990
Veracruz de Ignacio de la Llave,30092,Xico,24162,25.88,57.47,15.2,20.12,9.94,68.58,35.47,26.45,82.3,-0.415,Medio,1554,166,1990
Veracruz de Ignacio de la Llave,30070,Hidalgotitl·n,24004,22.28,66.72,55.25,64.25,77.54,78.4,55.36,100,88.65,1.028,Alto,405,51,1990
Veracruz de Ignacio de la Llave,30169,JosÈ Azueta,23823,24.01,62.73,45.49,35.65,72.48,69.86,35.26,72.58,81.32,0.373,Alto,876,105,1990
Veracruz de Ignacio de la Llave,30066,Espinal,23751,33.72,65.28,39.59,46.78,97.15,73.24,74.25,100,88.5,1.091,Alto,363,46,1990
Veracruz de Ignacio de la Llave,30149,Soteapan,23181,56.81,85.27,78.47,49.87,52.39,79.52,81.18,100,89.77,1.677,Muy alto,121,20,1990
Veracruz de Ignacio de la Llave,30125,Paso del Macho,23104,19.46,66.16,50.84,27.88,43.96,74.45,38.34,56.99,78.44,0.187,Alto,1047,119,1990
Veracruz de Ignacio de la Llave,30021,Atoyac,22173,13.91,48.61,22.84,15.54,29.6,64.14,27.95,38.24,71.01,-0.677,Bajo,1743,183,1990
Veracruz de Ignacio de la Llave,30026,Banderilla,22110,14.93,44.34,11.76,26.05,31.24,70.59,31.23,22.05,74.27,-0.636,Bajo,1697,178,1990
Veracruz de Ignacio de la Llave,30053,Cuitl·huac,21897,16,50.74,27.82,14.3,32.5,67.61,24.87,52,70.14,-0.534,Bajo,1630,173,1990
Veracruz de Ignacio de la Llave,30016, La Antigua                                       ,21555,9.68,40.3,11.76,7.11,7.01,56.35,14.52,31.77,59.58,-1.342,Bajo,2169,194,1990
Veracruz de Ignacio de la Llave,30117,Omealca,21532,22.02,61.67,52.49,23.03,46.15,73.82,52.41,100,84.03,0.447,Alto,804,97,1990
Veracruz de Ignacio de la Llave,30205, El Higo                                          ,21403,18.6,50.72,12.8,29.24,44.73,63.93,43.41,60.82,76.32,-0.29,Medio,1456,158,1990
Veracruz de Ignacio de la Llave,30097,Lerdo de Tejada,20512,13.63,38.4,10.08,5.54,15.35,46.95,6.88,7.55,55.6,-1.575,Bajo,2265,200,1990
Veracruz de Ignacio de la Llave,30075,Ignacio de la Llave,19654,30.03,64.71,53.6,45.17,36.2,67.9,44.24,73.79,80.22,0.394,Alto,853,103,1990
Veracruz de Ignacio de la Llave,30100,Manlio Fabio Altamirano,19345,16.63,63.45,51.44,23.59,55.24,68.38,34.28,100,79.14,0.233,Alto,997,114,1990
Veracruz de Ignacio de la Llave,30095,Juchique de Ferrer,18993,29.26,69.75,40.18,33.43,26.79,70.28,56.57,100,91.2,0.546,Alto,730,84,1990
Veracruz de Ignacio de la Llave,30051,Coyutla,18890,44.22,73.39,63.49,49.46,71.51,81.31,81.45,61.61,91.18,1.335,Muy alto,253,34,1990
Veracruz de Ignacio de la Llave,30101,Mariano Escobedo,18758,28.42,57.63,29.8,35.46,31.16,63.38,37.19,68.28,78.09,-0.049,Medio,1232,134,1990
Veracruz de Ignacio de la Llave,30157,Castillo de Teayo,18720,23.84,56.11,25.85,31.21,83.2,74.03,69.8,100,83.95,0.592,Alto,689,79,1990
Veracruz de Ignacio de la Llave,30025,Ayahualulco,18363,56.59,88.59,38.37,28.85,28.56,85.61,49.21,100,91.42,1.131,Alto,342,42,1990
Veracruz de Ignacio de la Llave,30104,Mecayapan,18357,42.25,77.95,70.05,50.54,46.77,79.62,84.93,71.91,82.78,1.228,Muy alto,297,37,1990
Veracruz de Ignacio de la Llave,30172,Texistepec,18269,22.72,59.43,41.25,46.38,53.37,73.6,36.55,50.98,79.95,0.225,Alto,1006,115,1990
Veracruz de Ignacio de la Llave,30072,Huayacocotla,18125,31.89,69.87,44.89,63.07,63.01,70.52,46.88,100,87.48,0.865,Alto,497,58,1990
Veracruz de Ignacio de la Llave,30192,Vega de Alatorre,18111,16.93,54.5,20.82,17.75,17.51,60.6,22.16,65.9,77.13,-0.563,Bajo,1649,174,1990
Veracruz de Ignacio de la Llave,30111,Moloac·n,18033,17.45,57.33,31.08,45.88,51.62,71.51,27.5,52.86,57.58,-0.223,Medio,1393,146,1990
Veracruz de Ignacio de la Llave,30134,Puente Nacional,17741,13.34,57.09,40.57,7.47,31.31,61.78,27.02,100,75.36,-0.301,Medio,1469,160,1990
Veracruz de Ignacio de la Llave,30129,PlatÛn S·nchez,17669,33.04,61.44,38.15,57.31,49.58,66.56,66.45,45.1,82.73,0.476,Alto,782,91,1990
Veracruz de Ignacio de la Llave,30080,Ixhuatl·n del CafÈ,17208,27.62,70.49,31.95,24.85,66.62,75.26,67.77,65.41,93.09,0.662,Alto,639,74,1990
Veracruz de Ignacio de la Llave,30196,Yanga,16701,14.62,51.47,39.78,13.3,43.28,63.38,30.45,68.53,73.36,-0.346,Medio,1496,162,1990
Veracruz de Ignacio de la Llave,30049,Cotaxtla,16624,23.89,66.64,63.82,43.36,66.84,73.07,44.05,100,78.48,0.691,Alto,622,70,1990
Veracruz de Ignacio de la Llave,30178,Tlacotalpan,15896,22.06,50.55,37.16,32.86,39.02,60.28,28.74,43.22,75.27,-0.32,Medio,1478,161,1990
Veracruz de Ignacio de la Llave,30112,Naolinco,15596,20.02,55.61,14.3,14.46,10.69,66.27,20.95,58.16,83.57,-0.514,Bajo,1620,172,1990
Veracruz de Ignacio de la Llave,30043,Comapa,14939,31.96,79.74,80.35,50.14,63.87,78.57,61.65,100,93.17,1.342,Muy alto,244,33,1990
Veracruz de Ignacio de la Llave,30027,Benito Ju·rez,14783,39.16,69.62,63.83,41.77,83.48,77.19,67.73,100,89.61,1.257,Muy alto,286,36,1990
Veracruz de Ignacio de la Llave,30063,Chontla,14459,25.77,66.66,53.35,61.82,73.93,67.91,83.08,100,87.53,1.047,Alto,388,48,1990
Veracruz de Ignacio de la Llave,30152,Tampico Alto,14250,14.19,57.18,23.5,47.13,82.17,63.92,29.48,100,83.04,0.21,Alto,1021,116,1990
Veracruz de Ignacio de la Llave,30060,Chinampa de Gorostiza,14189,24.41,61.76,15.5,36.54,79.54,73.48,64.65,100,85.71,0.585,Alto,698,83,1990
Veracruz de Ignacio de la Llave,30154,Tantima,14105,22.09,63.7,27.83,54.43,83.86,68.3,74.66,100,88.81,0.805,Alto,532,61,1990
Veracruz de Ignacio de la Llave,30006,Acultzingo,14030,23.27,66.77,38.9,34.62,54.41,78.44,60.15,100,83,0.626,Alto,666,76,1990
Veracruz de Ignacio de la Llave,30050,Coxquihui,13803,43.82,71.37,58.03,58.13,87.92,76.68,78.71,100,92.79,1.494,Muy alto,183,25,1990
Veracruz de Ignacio de la Llave,30055,Chalma,13749,33.71,61.07,47.7,58.67,91.06,70.12,72.58,100,83.27,1.034,Alto,397,50,1990
Veracruz de Ignacio de la Llave,30022,Atzacan,13695,31.11,64.34,24.33,28.55,21.98,78.66,63.25,55.32,90.21,0.334,Alto,911,108,1990
Veracruz de Ignacio de la Llave,30046,Cosautl·n de Carvajal,13626,26.48,77.29,39.88,15.51,12.4,72.9,51.76,100,94.59,0.45,Alto,801,95,1990
Veracruz de Ignacio de la Llave,30197,Yecuatla,13473,25.43,66.53,33.28,42.15,28.47,77.96,54.36,100,93.83,0.594,Alto,686,78,1990
Veracruz de Ignacio de la Llave,30188,Totutla,13253,26.11,70.12,44.74,21.65,20.42,70.65,54.48,100,90.65,0.43,Alto,816,98,1990
Veracruz de Ignacio de la Llave,30127, La Perla                                         ,13103,60.42,92.63,55.22,67.74,34.4,81.76,72.77,100,94.71,1.686,Muy alto,120,19,1990
Veracruz de Ignacio de la Llave,30059,Chinameca,13067,17.79,52.92,38.91,20.11,68.29,64.22,31.72,47.78,67.97,-0.249,Medio,1419,149,1990
Veracruz de Ignacio de la Llave,30164,Teocelo,13050,17.56,54.92,14.88,11.64,12.59,66.5,44.89,41.91,84.05,-0.461,Medio,1586,168,1990
Veracruz de Ignacio de la Llave,30167,Tepetzintla,12805,21.49,57.84,32.56,35.58,48.92,73.6,74.39,100,84.43,0.5,Alto,773,90,1990
Veracruz de Ignacio de la Llave,30076,Ilamatl·n,12620,62.19,86.12,79.44,94.77,98.35,80.76,81.63,100,82.39,2.18,Muy alto,24,4,1990
Veracruz de Ignacio de la Llave,30062,Chocam·n,12607,29.01,66.76,28.04,20.63,40.81,77.24,56.66,38.5,85.54,0.247,Alto,988,113,1990
Veracruz de Ignacio de la Llave,30099,Maltrata,12576,28.06,63.98,29.5,20.94,35.64,77.44,47.62,30.57,82.91,0.088,Alto,1121,128,1990
Veracruz de Ignacio de la Llave,30159,Tehuipango,12520,86.07,95.57,90.52,86.72,85.98,88.66,97.88,100,91.87,2.765,Muy alto,1,1,1990
Veracruz de Ignacio de la Llave,30147,Soledad Atzompa,12515,59.95,91.43,73.11,27.77,69.96,91.28,92.06,100,89.03,1.897,Muy alto,62,11,1990
Veracruz de Ignacio de la Llave,30078,Ixcatepec,12461,29.7,60.78,68.79,71.13,72.13,79.85,88.87,100,92.45,1.39,Muy alto,224,32,1990
Veracruz de Ignacio de la Llave,30031,Carrillo Puerto,12035,33.07,74.66,80.79,71.44,85.62,84.37,63.73,100,78.91,1.473,Muy alto,194,28,1990
Veracruz de Ignacio de la Llave,30054,Chacaltianguis,12029,19.32,58.55,39.86,30.79,56.7,61.62,29.77,100,77.14,0.067,Alto,1140,129,1990
Veracruz de Ignacio de la Llave,30082,Ixhuatl·n del Sureste,11987,16.45,55.27,31.25,39.52,52.31,75.01,31.22,36.16,72.88,-0.125,Medio,1293,141,1990
Veracruz de Ignacio de la Llave,30203,Zozocolco de Hidalgo,11876,43.33,74.5,78.23,73.69,79.9,80.89,83.85,100,89.91,1.737,Muy alto,104,16,1990
Veracruz de Ignacio de la Llave,30200,Zentla,11785,16.85,70.37,65.07,34.22,44.32,69.85,47.6,100,89.37,0.587,Alto,694,80,1990
Veracruz de Ignacio de la Llave,30057,Chiconquiaco,11617,38.45,81.77,47.96,45.85,37.72,82.22,61.7,100,91.62,1.107,Alto,352,43,1990
Veracruz de Ignacio de la Llave,30116,Oluta,11552,19.82,46.63,14.44,18.39,56.24,67.37,17.19,16.39,70.41,-0.64,Bajo,1704,179,1990
Veracruz de Ignacio de la Llave,30093,Jilotepec,11540,15.89,52.57,21.14,15.11,13.83,74.1,24.87,100,83.26,-0.268,Medio,1434,152,1990
Veracruz de Ignacio de la Llave,30132, Las Vigas de RamÌrez                             ,11453,23.09,58.6,22.98,33.36,20.77,72.25,19.84,40.8,81.82,-0.258,Medio,1428,150,1990
Veracruz de Ignacio de la Llave,30122,Pajapan,11432,48.36,80.11,65.77,43.93,45.06,79.68,75.27,52.9,86.5,1.158,Muy alto,334,40,1990
Veracruz de Ignacio de la Llave,30150,TamalÌn,11429,22.32,59.83,24.62,38.94,60.33,70.98,57.03,100,88.19,0.466,Alto,787,92,1990
Veracruz de Ignacio de la Llave,30135,Rafael Delgado,11110,29.08,60.49,45.29,26.84,28.17,83.05,61.17,44.62,88.06,0.401,Alto,847,101,1990
Veracruz de Ignacio de la Llave,30035,CitlaltÈpetl,10711,33.93,65.73,56.32,53.93,58.74,67.07,79.42,100,89.6,1.01,Alto,417,53,1990
Veracruz de Ignacio de la Llave,30120,Oteapan,10688,24.2,59.87,62.19,23.96,90.38,78.05,45.06,2.11,74.92,0.309,Alto,929,110,1990
Veracruz de Ignacio de la Llave,30202, Zontecomatl·n de LÛpez y Fuentes                 ,10565,49.95,83.54,82.01,85.63,93.66,85.4,86.27,100,85.6,2.078,Muy alto,31,6,1990
Veracruz de Ignacio de la Llave,30024,Tlaltetela,10490,29.41,77.42,56.11,29.48,21.36,76.28,59.35,100,93.32,0.775,Alto,554,62,1990
Veracruz de Ignacio de la Llave,30052,Cuichapa,10385,16.27,50.11,30.5,20.25,47.3,72.21,42.22,100,72.87,-0.059,Medio,1245,136,1990
Veracruz de Ignacio de la Llave,30180,Tlachichilco,10315,48.03,79.57,82.92,58.78,85.52,77.46,70.66,100,92.56,1.719,Muy alto,110,17,1990
Veracruz de Ignacio de la Llave,30114,Nautla,10212,15.33,52.16,30.43,25.33,58.22,55.08,41.57,100,83.19,-0.063,Medio,1248,137,1990
Veracruz de Ignacio de la Llave,30145,Soconusco,9712,23.4,55.45,34.33,42.87,52.53,73.06,44.22,100,79.15,0.332,Alto,914,109,1990
Veracruz de Ignacio de la Llave,30168,Tequila,9682,46.24,82.42,72.65,65.36,55.19,79.47,87.5,100,91.77,1.661,Muy alto,126,21,1990
Veracruz de Ignacio de la Llave,30090,Jamapa,9177,16.83,58.65,51.67,42.73,67.4,73.18,47.25,100,76.41,0.463,Alto,791,93,1990
Veracruz de Ignacio de la Llave,30029,Calcahualco,9045,50.31,88.71,46.5,62.17,82.7,81.5,73.08,100,95.76,1.714,Muy alto,113,18,1990
Veracruz de Ignacio de la Llave,30079,Ixhuac·n de los Reyes,8524,44.13,85.7,35.76,37.04,33.22,77.72,52.27,100,94.82,0.985,Alto,435,55,1990
Veracruz de Ignacio de la Llave,30067,Filomeno Mata,8511,68.55,88.41,88.58,31.37,75.91,91.26,90.62,14.53,88.22,1.782,Muy alto,90,14,1990
Veracruz de Ignacio de la Llave,30103,Mecatl·n,8422,56.89,84.34,70.39,53.82,93.95,79.16,88.73,100,91.05,1.909,Muy alto,58,10,1990
Veracruz de Ignacio de la Llave,30008,Alpatl·huac,8155,44.99,84.19,31.78,66.77,77.63,79.95,71.53,100,94.36,1.485,Muy alto,188,26,1990
Veracruz de Ignacio de la Llave,30170,Texcatepec,7797,67.07,89.71,55.15,91.12,72.58,84.83,94.25,100,91.36,2.182,Muy alto,23,3,1990
Veracruz de Ignacio de la Llave,30198,Zacualpan,7637,44.86,77.48,57.9,89.81,84.18,70.1,54.74,100,93.54,1.516,Muy alto,177,24,1990
Veracruz de Ignacio de la Llave,30166,Tepetl·n,7610,36.06,78.97,48.38,32.06,23.61,72.97,48.72,100,86.89,0.675,Alto,632,72,1990
Veracruz de Ignacio de la Llave,30177,Tlacolulan,7565,33.58,79.94,72.58,62.2,39.68,83.06,41.14,100,95.68,1.219,Muy alto,307,38,1990
Veracruz de Ignacio de la Llave,30012,Amatitl·n,7287,25.83,55.13,43.07,26.06,53.26,56.84,29.9,100,69.78,-0.053,Medio,1239,135,1990
Veracruz de Ignacio de la Llave,30110,Mixtla de Altamirano,7109,81.25,95.71,85.86,90.72,84.87,83.62,95.93,100,90.39,2.62,Muy alto,4,2,1990
Veracruz de Ignacio de la Llave,30153,Tancoco,6999,24.11,58.94,23.94,36,47.83,68.71,71.01,100,86.08,0.424,Alto,824,99,1990
Veracruz de Ignacio de la Llave,30182,Tlalnelhuayocan,6963,29.38,67.77,36.78,36.49,45.19,80.37,59.9,100,84.92,0.692,Alto,621,69,1990
Veracruz de Ignacio de la Llave,30165,Tepatlaxco,6838,23.49,78.2,50.71,35.6,76.09,73.56,73.46,100,90.16,1.02,Alto,412,52,1990
Veracruz de Ignacio de la Llave,30199,Zaragoza,6725,35.81,69.92,64.07,42.11,93.56,82.88,75.25,11.57,81.89,0.997,Alto,429,54,1990
Veracruz de Ignacio de la Llave,30081,Ixhuatlancillo,6553,48.51,74.85,33.58,41.85,35.03,69.28,62.43,100,78.71,0.744,Alto,580,64,1990
Veracruz de Ignacio de la Llave,30194,Villa Aldama,6532,25.39,66.01,31.56,12.43,17.33,78.86,27.63,100,88.04,0.15,Alto,1072,123,1990
Veracruz de Ignacio de la Llave,30056,Chiconamel,6275,43.86,69.72,60.67,78.1,99.11,78.1,82.52,100,82.71,1.6,Muy alto,154,22,1990
Veracruz de Ignacio de la Llave,30139,Saltabarranca,6192,24.52,59.55,28.91,22.73,31.99,61.08,21.07,100,72.98,-0.205,Medio,1365,144,1990
Veracruz de Ignacio de la Llave,30001,Acajete,6173,25.95,59.22,45.16,48.63,29.2,74.02,37.86,100,81.08,0.367,Alto,883,106,1990
Veracruz de Ignacio de la Llave,30084,Ixmatlahuacan,6158,27.33,66.35,51.23,45.41,56.47,69.21,38.89,100,77.32,0.521,Alto,752,88,1990
Veracruz de Ignacio de la Llave,30020,Atlahuilco,5865,62.13,92.65,72.99,62.77,60,84.42,94.86,100,95.21,2.077,Muy alto,32,7,1990
Veracruz de Ignacio de la Llave,30042,Colipa,5695,22.85,61.94,43.08,35.84,39.07,65.37,51.61,100,89.72,0.394,Alto,855,104,1990
Veracruz de Ignacio de la Llave,30163,Tenochtitl·n,5662,26.31,76.71,34.8,37.78,22.26,81.72,59.21,100,94.16,0.731,Alto,590,67,1990
Veracruz de Ignacio de la Llave,30037,Coahuitl·n,5563,47.85,85.25,61.88,62.41,97.16,81.91,86.78,100,91.94,1.867,Muy alto,67,12,1990
Veracruz de Ignacio de la Llave,30186,Tomatl·n,5557,16.96,57.78,20.76,23.19,28.29,67.52,47.9,100,86.05,-0.003,Medio,1190,131,1990
Veracruz de Ignacio de la Llave,30119,Otatitl·n,5415,15.96,49.3,30.13,24.73,35.47,57.14,30.46,100,80.69,-0.272,Medio,1435,153,1990
Veracruz de Ignacio de la Llave,30036,Coacoatzintla,5407,31.27,69.57,41.75,42.79,25.39,78.83,30.07,100,86.06,0.514,Alto,760,89,1990
Veracruz de Ignacio de la Llave,30007,CamarÛn de Tejeda,5195,16.85,66.96,49.56,42.87,59.17,72.27,39.86,100,86.38,0.539,Alto,738,85,1990
Veracruz de Ignacio de la Llave,30162,Tenampa,5057,33.9,76.71,75.08,30.06,57.88,74.3,69.09,100,95.82,1.178,Muy alto,324,39,1990
Veracruz de Ignacio de la Llave,30184,Tlaquilpa,4965,58.85,86.34,63.3,71.55,44,90.6,90.59,100,94.08,1.927,Muy alto,55,9,1990
Veracruz de Ignacio de la Llave,30005,Acula,4934,29.96,64.32,49.04,40.32,91.69,71.76,42.03,100,80.1,0.744,Alto,583,66,1990
Veracruz de Ignacio de la Llave,30156,Tatatila,4788,38.39,81.92,55.01,63,54.82,80.71,25.21,100,91.3,1.102,Alto,354,44,1990
Veracruz de Ignacio de la Llave,30074,Huiloapan de CuauhtÈmoc,4760,11.84,39.51,20.7,10.07,19.66,67.16,25.81,100,77.2,-0.577,Bajo,1659,175,1990
Veracruz de Ignacio de la Llave,30176,Tlacojalpan,4573,20.93,56.54,38.95,19.99,35.42,61.64,39.53,100,79.79,-0.027,Medio,1212,133,1990
