ENT,CVE_MUN,MUN,POB_TOT,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,LUG_NAC,LUGAR_EST,AÑO
Sonora,26043,Nogales,107936,2.75,18.66,6.13,12.82,13.38,50.66,11.8,1.91,51.11,-1.871,Muy bajo,2354,67,1990
Sonora,26026,Etchojoa,73689,10.86,42.69,11.93,19.95,11.99,67.27,41.79,59.71,77.58,-0.638,Bajo,1699,8,1990
Sonora,26033,Huatabampo,70027,8.89,39.1,10.25,15.36,19.54,63.09,38.55,62.82,67.94,-0.846,Bajo,1877,15,1990
Sonora,26017,Caborca,59160,7.09,37.47,11.69,8.61,12.09,57.88,15.83,28.92,57.49,-1.369,Bajo,2183,42,1990
Sonora,26025,Empalme,46017,5.52,29.68,5.94,5.52,5.28,57.06,19.34,21.87,58.74,-1.55,Bajo,2256,53,1990
Sonora,26002,Agua Prieta,39120,3.5,26.42,3.83,17.27,8.41,48.19,8.31,3.72,52.39,-1.83,Muy bajo,2340,63,1990
Sonora,26019,Cananea,26931,1.92,18.2,3.95,4.29,1.39,38.62,3.23,7.29,36.49,-2.327,Muy bajo,2399,70,1990
Sonora,26048,Puerto PeÒasco,26625,4.08,29.66,4.29,9.11,6.68,54.19,6.86,1.82,46.98,-1.845,Muy bajo,2344,65,1990
Sonora,26003,Alamos,25564,19.52,57.14,35.34,38.49,34.12,63.36,52.12,76.01,72.3,-0.029,Medio,1216,2,1990
Sonora,26036,Magdalena,20071,4.15,28.14,9.1,6.33,6.86,47.26,8.95,14.4,49.67,-1.842,Muy bajo,2342,64,1990
Sonora,26012,B·cum,20026,9.83,40.63,12.97,9.35,8.9,65.36,33.98,100,74.17,-0.698,Bajo,1764,9,1990
Sonora,26041,Nacozari de GarcÌa,13171,3.23,23.97,4.44,1.98,2.41,42.27,7.3,28.93,35.07,-2.134,Muy bajo,2390,69,1990
Sonora,26058,Santa Ana,12745,3.45,30.02,10.65,7.22,8.91,46.57,9.51,29.61,53.13,-1.722,Muy bajo,2310,61,1990
Sonora,26066,Ures,10140,5.78,38.48,10.77,6.47,4.28,48.92,7.75,100,63.2,-1.271,Bajo,2140,40,1990
Sonora,26070,General Plutarco ElÌas Calles,9728,6.58,35.5,12.71,18.91,16.5,53.14,15.9,18.34,45.4,-1.523,Bajo,2247,52,1990
Sonora,26047,Pitiquito,7743,5.33,38.7,8.23,11.87,11.93,52.05,16.28,100,38.69,-1.384,Bajo,2195,45,1990
Sonora,26035,Imuris,7365,4.56,34.95,8.65,22.91,18.5,47.94,11.92,100,54.14,-1.246,Bajo,2125,38,1990
Sonora,26052,Sahuaripa,7071,8.56,45.1,20.78,30.49,7.27,53.25,25.84,100,58.26,-0.862,Bajo,1888,17,1990
Sonora,26023,Cumpas,6932,3.47,32.46,4.69,2.7,4.97,41.68,7.23,100,42.56,-1.708,Muy bajo,2306,60,1990
Sonora,26004,Altar,6458,7.85,46.45,22.75,19.07,11.21,56.62,17.02,100,54.78,-0.936,Bajo,1934,21,1990
Sonora,26027,Fronteras,6336,5.79,37.83,5.88,15.43,6.06,48.04,14.36,100,47.46,-1.38,Bajo,2193,44,1990
Sonora,26051,Rosario,6127,17.35,57.84,37.03,52.58,18.74,59.75,35.64,100,69.74,-0.113,Medio,1284,3,1990
Sonora,26016,BenjamÌn Hill,5939,5.94,29.6,4.67,5.71,4.71,49.96,7.32,6.36,56.87,-1.782,Muy bajo,2329,62,1990
Sonora,26069,YÈcora,5145,16.17,59.88,26.76,64.37,30.38,51.21,35.49,100,66.56,-0.174,Medio,1331,4,1990
Sonora,26039,Naco,4645,3.46,26.89,5.19,5.64,2.89,43.51,5.37,100,59.33,-1.571,Bajo,2263,55,1990
Sonora,26020,CarbÛ,4581,8.36,41.88,12.52,9.51,7.18,56.49,12.43,100,69.69,-0.986,Bajo,1973,24,1990
Sonora,26014,Bavi·cora,3979,6.28,44.25,8.82,3.42,2.98,51.18,7.92,100,68.09,-1.168,Bajo,2084,30,1990
Sonora,26038,Moctezuma,3947,3.34,33.56,4.16,1.88,1.04,42.1,4.22,100,56.78,-1.593,Muy bajo,2273,56,1990
Sonora,26006,Arizpe,3855,8.37,49.05,18.26,34.58,12.06,39.23,17.86,100,74.39,-0.837,Bajo,1867,13,1990
Sonora,26049,Quiriego,3346,19.45,56.24,44.2,43.42,21.95,57.5,41.69,100,79.94,0.014,Medio,1178,1,1990
Sonora,26045,Opodepe,3288,8.01,55.77,14.05,27.62,10.83,49.54,21.8,100,63.16,-0.818,Bajo,1851,12,1990
Sonora,26063,Tepache,2928,3.6,33.73,12.34,2.19,1.24,51.51,2.78,100,36.59,-1.642,Muy bajo,2286,58,1990
Sonora,26040,N·cori Chico,2513,9.39,56.27,13.43,40.43,6.06,54.7,11.4,100,54.46,-0.843,Bajo,1872,14,1990
Sonora,26021, La Colorada                                      ,2511,8.39,51.58,28.59,18.96,12.19,50,14.93,100,69.06,-0.784,Bajo,1822,11,1990
Sonora,26001,Aconchi,2356,7.43,39.66,8.02,8.11,1.24,53.21,8.96,100,74.61,-1.091,Bajo,2037,28,1990
Sonora,26056,San Miguel de Horcasitas,2285,7.23,52.45,23.74,9.2,12.4,58.68,22.39,100,80.59,-0.608,Bajo,1682,7,1990
Sonora,26067,Villa Hidalgo,2233,7.26,47.09,13.09,10.57,3.25,49.11,5.97,100,53.5,-1.247,Bajo,2127,39,1990
Sonora,26060,S·ric,2112,7.29,45.88,13.33,14.62,13.87,51.71,13.86,100,46.37,-1.177,Bajo,2088,31,1990
Sonora,26064,Trincheras,2109,8.07,49.18,17.98,18.37,17.39,49.36,15.62,100,44.75,-1.103,Bajo,2050,29,1990
Sonora,26061,Soyopa,2036,9.03,53.33,22.1,9.61,7.63,57.68,14.68,100,54.18,-0.939,Bajo,1940,22,1990
Sonora,26057,San Pedro de la Cueva,1880,7.13,50.12,18.36,10.11,15.37,42.45,19.7,100,74.69,-0.909,Bajo,1920,20,1990
Sonora,26065,Tubutama,1842,5.99,49.87,28.16,30.03,24.58,42.89,14.58,100,57.4,-0.907,Bajo,1917,19,1990
Sonora,26050,RayÛn,1838,7.23,52.42,11.26,8.16,2.58,37.23,12.98,100,65.65,-1.197,Bajo,2101,36,1990
Sonora,26010,Bacerac,1775,7,46.86,8.21,22.96,18.29,46.93,10.83,100,76.7,-0.894,Bajo,1909,18,1990
Sonora,26005,Arivechi,1774,9.15,49.35,14.09,26.58,1.32,46.62,28.64,100,69.9,-0.848,Bajo,1880,16,1990
Sonora,26015,Bavispe,1755,5.81,42.98,7.52,12.08,7.46,46.91,7.98,100,67.29,-1.178,Bajo,2090,32,1990
Sonora,26013,Ban·michi,1701,6.53,39.53,7.47,6.53,4.37,45.1,8.85,100,75.05,-1.189,Bajo,2096,34,1990
Sonora,26068,Villa Pesqueira,1686,5.89,50,21.87,16.19,12.98,43,21.51,100,66.09,-0.952,Bajo,1949,23,1990
Sonora,26037,Mazat·n,1662,5.62,40.58,10.72,7.52,7.29,41.85,11.16,100,51.63,-1.413,Bajo,2209,48,1990
Sonora,26011,Bacoachi,1593,4.54,38.97,5.68,16.67,7.77,40,6.77,100,60.33,-1.374,Bajo,2187,43,1990
Sonora,26031,Huachinera,1503,6.73,48.71,8.41,21.46,7.69,49.54,10.29,100,67.01,-1.012,Bajo,1989,25,1990
Sonora,26008,BacadÈhuachi,1499,9.07,52.79,17.98,4.47,2.74,45.65,2.54,100,70,-1.071,Bajo,2027,27,1990
Sonora,26059,Santa Cruz,1476,3.57,29.45,3.62,10.91,8.91,41.1,2.78,100,71.88,-1.408,Bajo,2207,47,1990
Sonora,26009,Bacanora,1347,12.49,55.7,29.62,31.33,5.37,46.73,13.23,100,67.69,-0.721,Bajo,1780,10,1990
Sonora,26028,Granados,1290,5.41,33.99,6.23,3.74,0,35.48,4.21,100,58.47,-1.61,Muy bajo,2280,57,1990
Sonora,26034,HuÈpac,1262,3.19,39.98,3.72,2.46,1.35,38.89,2.77,100,77.43,-1.364,Bajo,2179,41,1990
Sonora,26062,Suaqui Grande,1230,5.11,54.31,10,5.45,6.59,59.92,5.13,100,58.62,-1.055,Bajo,2018,26,1990
Sonora,26032,Hu·sabas,1084,5.75,34.31,3.18,5.62,1.69,36.05,6.93,100,59.88,-1.565,Bajo,2261,54,1990
Sonora,26022,Cucurpe,1036,6.85,57.08,28.44,54.51,36.08,34.38,18.45,100,73.09,-0.545,Bajo,1637,6,1990
Sonora,26024,Divisaderos,901,4.55,45.04,9.66,5.66,5.55,46.23,9.1,100,69.09,-1.188,Bajo,2095,33,1990
Sonora,26007,Atil,797,4.26,35.15,5.01,4.75,2.44,41.71,2.95,100,69.19,-1.424,Bajo,2214,49,1990
Sonora,26044,Onavas,522,10.03,66.11,28.52,17.92,15.03,58.47,24.66,100,73.64,-0.414,Medio,1551,5,1990
Sonora,26053,San Felipe de Jes˙s,470,3.86,32.44,4.89,4.04,2.15,37.5,6.17,100,67.7,-1.507,Bajo,2242,50,1990
Sonora,26046,Oquitoa,424,4.44,29.71,16.75,12.26,11.08,33.33,8.04,100,69.29,-1.386,Bajo,2197,46,1990
Sonora,26054,San Javier,377,9.52,50,13,13,4.77,42.71,6.9,100,58.33,-1.194,Bajo,2098,35,1990
Tabasco,27004,Centro,386776,7.65,27.82,5.93,4.91,18.87,55.48,6.1,23.63,53.64,-1.62,Muy bajo,2281,17,1990
Tabasco,27002,C·rdenas,172635,12.2,47.52,11.2,17.3,37.25,66.76,9.71,60.86,66.43,-0.768,Bajo,1809,13,1990
Tabasco,27005,Comalcalco,141285,14.28,50.61,19.57,14.62,63.28,70.1,16.07,67.78,69.37,-0.417,Medio,1557,10,1990
Tabasco,27008,Huimanguillo,135641,17.29,58.62,30.89,30.59,60.06,73.76,25,77.67,75.3,0.025,Medio,1169,2,1990
Tabasco,27012,Macuspana,105063,14.11,46.22,19.77,17.85,46.52,68.97,20.28,64.34,65.7,-0.567,Bajo,1651,12,1990
Tabasco,27006,Cunduac·n,85704,13.52,52.28,12.13,18.19,67.67,70.55,15.71,79.16,76.99,-0.289,Medio,1453,7,1990
Tabasco,27003,Centla,70053,15.25,48.73,24.93,23.78,69.88,73.42,26.99,68.9,69.46,-0.201,Medio,1364,6,1990
Tabasco,27014,ParaÌso,58403,9.17,41.27,11.02,10.31,35.56,62.43,10.16,68.64,61.23,-0.984,Bajo,1970,15,1990
Tabasco,27010,Jalpa de MÈndez,57250,13.71,49.16,20.16,15.52,66.4,69.97,16.56,79.41,73.37,-0.329,Medio,1484,8,1990
Tabasco,27013,Nacajuca,50791,20.53,44.56,25.23,11.67,44.25,67.71,10.73,73.69,67.57,-0.547,Bajo,1641,11,1990
Tabasco,27001,Balanc·n,49309,17.94,58.86,25.38,26.24,47,71.45,19.03,70.42,79.03,-0.139,Medio,1306,4,1990
Tabasco,27017,Tenosique,47642,16.39,51.23,33.86,19.3,52.39,70.2,20.9,50.54,70.54,-0.353,Medio,1503,9,1990
Tabasco,27016,Teapa,35519,15.93,46.45,13.54,11.76,33.43,67.3,9.19,44.53,68.58,-0.808,Bajo,1843,14,1990
Tabasco,27015,Tacotalpa,33015,15.36,53.68,42.94,24.68,53.2,74.12,12.53,82.16,79.09,-0.054,Medio,1240,3,1990
Tabasco,27009,Jalapa,28413,13.07,53.59,22.84,20.84,62.88,69.76,13.12,100,76.47,-0.182,Medio,1342,5,1990
Tabasco,27007,Emiliano Zapata,22245,12.32,44.95,6.45,10.13,14.68,62.24,4,33.32,68.1,-1.143,Bajo,2069,16,1990
Tabasco,27011,Jonuta,22000,19.66,62.53,25.89,28.67,62.36,75.5,20.04,100,81.39,0.193,Alto,1043,1,1990
Tamaulipas,28022,Matamoros,303293,5.62,28.04,3.34,18.08,19.54,53.04,8.99,12.28,51.12,-1.655,Muy bajo,2288,37,1990
Tamaulipas,28032,Reynosa,282667,5.85,28.14,4.28,17.76,8.1,47.27,9.71,6.02,58.05,-1.721,Muy bajo,2308,38,1990
Tamaulipas,28038,Tampico,272690,4.15,20.32,2.49,2.96,7.35,47.71,2.39,0,56.4,-1.989,Muy bajo,2376,42,1990
Tamaulipas,28027,Nuevo Laredo,219468,4.83,24.89,2.66,5.63,5.42,48.51,6.96,0.48,58.62,-1.871,Muy bajo,2355,41,1990
Tamaulipas,28041,Victoria,207923,4.7,26.46,5.18,9.32,13.6,54.12,16.02,6.22,61.96,-1.606,Muy bajo,2279,36,1990
Tamaulipas,28009,Ciudad Madero,160331,3.55,17.57,2.14,5.72,8.81,41.54,3.78,0,43.65,-2.196,Muy bajo,2394,43,1990
Tamaulipas,28021, El Mante                                         ,116174,10.06,37.99,5.44,8.22,19.64,59.08,19.14,33.89,72.13,-1.132,Bajo,2065,30,1990
Tamaulipas,28033,RÌo Bravo,94009,8.37,38.43,5.17,22.62,17.23,54.26,13.88,21.63,67.18,-1.259,Bajo,2134,31,1990
Tamaulipas,28003,Altamira,82585,9.47,40.07,9.76,39.97,57.83,66.83,22.03,24.45,68.63,-0.679,Bajo,1744,25,1990
Tamaulipas,28035,San Fernando,54482,10.65,49.49,10,31.84,34.69,64.25,19.11,61.94,77.15,-0.564,Bajo,1650,24,1990
Tamaulipas,28040,Valle Hermoso,51306,7.38,36.07,3.85,27.4,19.32,53.4,10.17,33.92,65.84,-1.265,Bajo,2138,32,1990
Tamaulipas,28012,Gonz·lez,42465,14.72,56.51,14.59,31.06,36.09,67.75,35.94,49.17,81.45,-0.285,Medio,1449,21,1990
Tamaulipas,28039,Tula,28011,16.93,64.74,19.14,32.89,47.77,68.28,41.78,71.83,78.55,0.007,Medio,1182,12,1990
Tamaulipas,28016,Hidalgo,26320,10.26,53.93,19.78,17.8,49.69,65.39,41.1,74.75,75.79,-0.297,Medio,1465,22,1990
Tamaulipas,28002,Aldama,25837,12.78,55.38,16.85,31.76,47.62,64.38,28.03,62.36,79.25,-0.301,Medio,1471,23,1990
Tamaulipas,28043,XicotÈncatl,22782,12.41,45.62,12.63,18.76,23.68,59.17,33.63,64.88,73.06,-0.705,Bajo,1770,27,1990
Tamaulipas,28037,Soto la Marina,21433,12.44,55.11,17.41,38.34,47.15,67.68,28.75,68.44,74.08,-0.258,Medio,1426,20,1990
Tamaulipas,28025,Miguel Alem·n,21322,5.53,32.75,6.69,4.01,7.6,42.75,2.14,20.13,58.43,-1.788,Muy bajo,2331,39,1990
Tamaulipas,28019,Llera,19083,13.57,61.1,24.08,26.83,31.78,61.17,41.3,100,85.09,-0.07,Medio,1254,14,1990
Tamaulipas,28015,Gustavo DÌaz Ordaz,17705,8.34,41.59,6.46,20.26,21.3,43.98,6.36,32.6,69.74,-1.312,Bajo,2157,33,1990
Tamaulipas,28001,Abasolo,15427,10.66,49.73,6.27,12.05,8.64,66.58,9.14,57.45,73.86,-0.91,Bajo,1921,29,1990
Tamaulipas,28007,Camargo,15043,8.5,43.88,9.3,9.37,14.23,45.05,5.28,51.01,65.4,-1.342,Bajo,2168,34,1990
Tamaulipas,28013, G¸Èmez                                           ,15014,9.19,53.94,17.83,19.66,45.19,66.23,36.67,100,84.58,-0.169,Medio,1327,18,1990
Tamaulipas,28030,Padilla,14280,10.47,50.38,9.29,16.39,18.46,62.17,25.87,63.84,79.83,-0.683,Bajo,1748,26,1990
Tamaulipas,28029,Ocampo,14150,14.34,60.71,22.25,31,45.59,64.37,55.09,100,84.61,0.13,Alto,1089,8,1990
Tamaulipas,28017,Jaumave,12463,12.95,61.99,24.3,22.65,29.26,64.79,43.12,100,83.85,-0.063,Medio,1247,13,1990
Tamaulipas,28034,San Carlos,10408,8.3,60.52,35.17,48.32,52.13,67.72,37.47,100,86.78,0.232,Alto,998,6,1990
Tamaulipas,28004,Antiguo Morelos,10098,15.63,58.28,32.32,31.56,50.2,68.98,53.39,100,84.62,0.251,Alto,985,4,1990
Tamaulipas,28011,GÛmez FarÌas,8698,17.25,56.66,21.17,25.39,43.82,69.99,47.82,100,85.26,0.104,Alto,1107,9,1990
Tamaulipas,28006,Bustamante,8011,31,78.15,37.81,28.91,50.45,72.21,47.01,100,85.04,0.632,Alto,659,2,1990
Tamaulipas,28042,Villagr·n,7758,9.37,62.48,33.4,47.72,64.13,63.77,27.16,100,73.33,0.066,Alto,1141,11,1990
Tamaulipas,28018,JimÈnez,7546,9.66,49.55,13.85,32.92,25.99,62.28,23.31,32.15,70.16,-0.766,Bajo,1805,28,1990
Tamaulipas,28005,Burgos,6372,9.26,66.19,18.79,50.76,65.51,62.5,24.8,100,87.51,0.156,Alto,1069,7,1990
Tamaulipas,28024,Mier,6244,5.87,34.48,3.06,4.22,4.66,40.33,1.52,0.86,62.61,-1.86,Muy bajo,2349,40,1990
Tamaulipas,28008,Casas,4830,15.15,71.67,32.28,44.52,63.57,68.84,39.47,100,85.31,0.443,Alto,808,3,1990
Tamaulipas,28014,Guerrero,4510,7.45,35.55,10.98,7.35,12.04,40.87,4.44,100,51.96,-1.465,Bajo,2230,35,1990
Tamaulipas,28023,MÈndez,3948,10,59.31,11.06,78.66,56.03,62.12,14.19,100,71.43,-0.072,Medio,1257,15,1990
Tamaulipas,28026,Miquihuana,3437,26,75.59,23.46,32.31,14.06,61.63,47.86,100,90.33,0.237,Alto,994,5,1990
Tamaulipas,28020,Mainero,3362,6.55,49.55,33.82,39.43,46.45,63.43,44.24,100,69.67,-0.168,Medio,1325,17,1990
Tamaulipas,28028,Nuevo Morelos,3024,14.17,55.35,22.92,33.86,54.03,60.27,59.58,100,80.52,0.075,Alto,1135,10,1990
Tamaulipas,28010,Cruillas,1982,13.47,61.73,12.46,53.47,64.3,51.96,14.53,100,77.24,-0.16,Medio,1322,16,1990
Tamaulipas,28031,Palmillas,1981,14.16,66.72,10.9,31.5,18.33,58.22,30.25,100,86.3,-0.216,Medio,1384,19,1990
Tamaulipas,28036,San Nicol·s,1109,12.32,69.04,40.85,77.28,91.43,76.04,19.3,100,87.71,0.758,Alto,569,1,1990
Tlaxcala,29010,Chiautempan,61144,8.56,27.2,32.77,3.8,5.69,67.17,12.54,17.38,71.49,-1.196,Bajo,2100,35,1990
Tlaxcala,29013,Huamantla,51989,13.21,40.96,22.8,5.86,5.43,71.72,11.08,38.07,78.95,-0.867,Bajo,1893,26,1990
Tlaxcala,29005,Apizaco,51744,5.41,20.02,11.71,2.55,6.47,51.05,3.82,15.62,60.76,-1.784,Muy bajo,2330,43,1990
Tlaxcala,29033,Tlaxcala,50492,4.27,16.21,13.87,3.31,3.73,50.39,4.17,0.01,58.97,-1.909,Muy bajo,2360,44,1990
Tlaxcala,29025,San Pablo del Monte,40917,20.4,44.9,34.93,10.25,9.64,79.53,10.38,9.9,63.63,-0.803,Bajo,1838,22,1990
Tlaxcala,29044,Zacatelco,36650,9.69,31.74,27.56,4.52,8.23,70.89,10.85,0.34,66.46,-1.232,Bajo,2116,37,1990
Tlaxcala,29015,Ixtacuixtla de Mariano Matamoros,30663,9.51,32.51,38.2,3.99,16.61,69.19,18.29,100,73.73,-0.672,Bajo,1740,19,1990
Tlaxcala,29006, Calpulalpan                                      ,29150,9.83,30.97,6.17,5.76,3.07,63.47,13.26,26.07,72.74,-1.302,Bajo,2151,39,1990
Tlaxcala,29034,Tlaxco,27089,18.4,48.76,43.29,6.73,12.56,71.9,24.05,69.95,82.2,-0.348,Medio,1499,9,1990
Tlaxcala,29018,Contla de Juan Cuamatzi,22380,14.67,36.53,59.13,5.86,11.23,80.06,27.31,22.52,85.09,-0.45,Medio,1576,10,1990
Tlaxcala,29023,NatÌvitas,21485,8.72,33.53,38.02,4.62,27.61,71.41,15.52,58.64,73.02,-0.755,Bajo,1797,20,1990
Tlaxcala,29024,Panotla,17903,7.71,23.12,35.04,7.08,18.26,59.78,23.07,65.44,64.38,-1.076,Bajo,2032,33,1990
Tlaxcala,29041, Papalotla de XicohtÈncatl                        ,17222,8.38,27.79,24.64,4.18,4.96,68.65,8.11,13.75,66.39,-1.316,Bajo,2159,40,1990
Tlaxcala,29029,Tepeyanco,16942,9.31,31.42,40.6,6.11,18.36,77.62,23.16,100,73.69,-0.523,Bajo,1624,13,1990
Tlaxcala,29032,Tetlatlahuca,15801,6.41,27.43,32.84,4.05,7.03,69.38,9.99,52.09,71.25,-1.076,Bajo,2031,32,1990
Tlaxcala,29031,Tetla de la Solidaridad,15429,12.2,36.66,41.78,7.29,10.01,65.12,14.41,48.58,77.52,-0.81,Bajo,1845,23,1990
Tlaxcala,29036,Totolac,15200,4.49,19.85,14.54,3.52,5.73,57.15,5.96,0,59.68,-1.759,Muy bajo,2323,42,1990
Tlaxcala,29028,Teolocholco,13693,16.36,38.29,57,7.26,4.67,79.42,16.8,14.77,77.49,-0.626,Bajo,1691,17,1990
Tlaxcala,29030,Terrenate,13660,21.52,57.35,41.17,11.38,7.89,81.18,22.79,100,90.76,0.054,Alto,1149,1,1990
Tlaxcala,29039,Xaloztoc,13500,11.81,32.14,42.68,6.73,5.62,75.78,18.89,3.79,78.93,-0.873,Bajo,1896,27,1990
Tlaxcala,29021,Nanacamilpa de Mariano Arista,12837,13.81,39.67,8.25,3.39,1.85,63.58,16.57,23.91,79.25,-1.103,Bajo,2048,34,1990
Tlaxcala,29043,Yauhquemecan,12783,8.54,29.84,38.93,6.55,10.48,65.37,11.91,100,72.04,-0.82,Bajo,1853,25,1990
Tlaxcala,29004,Altzayanca,11819,16.92,56.49,41.38,8.08,13.48,77.86,20.85,100,90.89,-0.041,Medio,1224,2,1990
Tlaxcala,29019,Tepetitla de Lardiz·bal,11235,7.24,29.42,24.19,5.34,12.86,70.56,19.22,44.57,75.39,-0.979,Bajo,1967,30,1990
Tlaxcala,29014,Hueyotlipan,11051,13.44,45.74,32.24,5.03,4.65,74.4,14.94,100,82.75,-0.458,Medio,1583,12,1990
Tlaxcala,29026,Santa Cruz Tlaxcala,10522,9.89,31.16,45.56,5.52,8,71.31,11.88,36.65,75.1,-0.896,Bajo,1911,28,1990
Tlaxcala,29038,Tzompantepec,10406,13.04,40.64,57.59,8.4,13.03,73.94,15.39,100,81.87,-0.311,Medio,1475,8,1990
Tlaxcala,29020,SanctÛrum de L·zaro C·rdenas,9754,15.55,42.42,9.46,4.78,1.66,69.81,24.48,100,79.54,-0.652,Bajo,1721,18,1990
Tlaxcala,29007, El Carmen Tequexquitla                           ,9749,26,57.29,50.9,13.96,15.31,80.32,26.14,5.77,72.8,-0.298,Medio,1467,7,1990
Tlaxcala,29027,Tenancingo,9749,17.97,44.11,25.1,4.61,6.75,71.47,12.23,0,62.52,-1.072,Bajo,2028,31,1990
Tlaxcala,29002,Apetatitl·n de Antonio Carvajal,8990,5.1,20.51,20.23,3.43,4.51,55.43,6.5,41.19,64.62,-1.539,Bajo,2249,41,1990
Tlaxcala,29040,Xaltocan,8777,13.3,44.08,53.81,7.35,8.37,69.18,26.81,100,84.17,-0.293,Medio,1460,6,1990
Tlaxcala,29008,Cuapiaxtla,8592,16.96,52.54,28.03,6.35,4,72.58,15.88,39.48,86.9,-0.563,Bajo,1648,14,1990
Tlaxcala,29042,Xicohtzinco,8563,6.1,26.17,20.18,6.54,22.2,63.84,15.14,0,71.95,-1.288,Bajo,2145,38,1990
Tlaxcala,29037,Zitlaltepec de Trinidad S·nchez Santos,7847,21.97,58.1,36.43,7.93,19.37,77.59,27.09,18.2,84.99,-0.289,Medio,1455,5,1990
Tlaxcala,29022,Acuamanala de Miguel Hidalgo,6989,10.24,34.41,45.58,6.2,3.26,74.64,14.56,100,75.37,-0.599,Bajo,1677,16,1990
Tlaxcala,29017,Mazatecochco de JosÈ MarÌa Morelos,6320,18.59,44.42,26.45,7.91,2.59,78.27,25.09,0,70.98,-0.816,Bajo,1849,24,1990
Tlaxcala,29012,EspaÒita,6293,13.1,55.12,34.44,8.54,10.57,68.26,37.09,100,87.85,-0.198,Medio,1360,4,1990
Tlaxcala,29001,Amaxac de Guerrero,6192,6.31,25.43,34.05,6.73,5.61,67.39,10.73,17.59,70.79,-1.228,Bajo,2113,36,1990
Tlaxcala,29016,Ixtenco,5356,15.86,43.1,23.12,3.94,2.84,65.19,14.82,0,86.74,-0.95,Bajo,1948,29,1990
Tlaxcala,29003,Atlangatepec,4255,17.92,56.4,54.6,10.62,7.21,69.65,15.87,100,85.41,-0.151,Medio,1315,3,1990
Tlaxcala,29035,Tocatl·n,3729,7.56,10.55,46.04,4.67,3.27,77.36,11.75,100,83.47,-0.768,Bajo,1808,21,1990
Tlaxcala,29009,Cuaxomulco,3365,9.42,35.22,54.65,6.24,5.81,73.36,16.36,100,83.82,-0.45,Medio,1577,11,1990
Tlaxcala,29011,MuÒoz de Domingo Arenas,3051,13.54,40.96,27.96,7.08,3.77,70.55,11.51,100,82.85,-0.586,Bajo,1670,15,1990
Veracruz de Ignacio de la Llave,30193,Veracruz,328607,5.5,23.8,4.57,7.83,8.65,45.73,6.15,4.98,52.68,-1.916,Muy bajo,2362,205,1990
Veracruz de Ignacio de la Llave,30087,Xalapa,288454,7.08,23.19,3.79,4.53,8.43,47.3,9.59,3.12,60.53,-1.818,Muy bajo,2338,204,1990
Veracruz de Ignacio de la Llave,30039,Coatzacoalcos,233115,8.18,29.7,6.92,10.85,19.18,56.9,7.14,1.92,59.6,-1.549,Bajo,2253,199,1990
Veracruz de Ignacio de la Llave,30108,Minatitl·n,195523,11.45,37.56,21.2,25.23,54.93,61.98,19.32,27.34,50.64,-0.959,Bajo,1955,186,1990
Veracruz de Ignacio de la Llave,30124,Papantla,158003,19.08,49.55,23.17,38.45,68.82,72.35,59.37,58.84,77.92,0.141,Alto,1082,125,1990
Veracruz de Ignacio de la Llave,30131,Poza Rica de Hidalgo,151739,6.92,25.5,2.78,7.14,15.26,49.49,13.03,0,56.79,-1.757,Muy bajo,2322,202,1990
Veracruz de Ignacio de la Llave,30044,CÛrdoba,150454,9.54,32.45,8.89,6.45,20.36,56.48,17.08,13.13,66.51,-1.351,Bajo,2174,196,1990
Veracruz de Ignacio de la Llave,30028,Boca del RÌo,144549,6.41,26.4,6.49,4.81,24.83,51.36,7.12,0.35,53.27,-1.743,Muy bajo,2318,201,1990
Veracruz de Ignacio de la Llave,30141,San AndrÈs Tuxtla,124634,28.04,58.96,31.67,30.45,47.58,67.89,58.93,60.16,81.22,0.208,Alto,1025,118,1990
Veracruz de Ignacio de la Llave,30189, Tuxpan                                           ,118520,9.94,35.26,8.19,26.13,57.04,57.82,34.1,30.98,69.51,-0.816,Bajo,1848,184,1990
Veracruz de Ignacio de la Llave,30118,Orizaba,114216,6.15,22.26,2.82,2.58,8.05,45.51,4.26,0,60.57,-1.918,Muy bajo,2364,206,1990
Veracruz de Ignacio de la Llave,30102,MartÌnez de la Torre,103089,13.81,41,16.15,16.07,57.38,60.47,29.32,47.86,69.5,-0.663,Bajo,1729,181,1990
Veracruz de Ignacio de la Llave,30160,Temapache,102131,17.55,51.51,20.09,32.45,69.92,71.47,59.84,79.53,74.82,0.131,Alto,1086,126,1990
Veracruz de Ignacio de la Llave,30123,P·nuco,87708,13.02,48.31,11.49,39.05,55.71,67.09,29.21,58.66,71.64,-0.37,Medio,1527,163,1990
Veracruz de Ignacio de la Llave,30174,Tierra Blanca,85352,17.79,49.05,38.3,29.76,47.63,66.43,35.05,53.75,71.16,-0.243,Medio,1414,148,1990
Veracruz de Ignacio de la Llave,30155,Tantoyuca,85277,23.24,58.36,45.11,78.4,77.5,70.91,77.95,73.54,86.08,0.899,Alto,483,57,1990
Veracruz de Ignacio de la Llave,30175,Tihuatl·n,77304,18.61,49.39,17.94,37,68.85,72.53,54.68,67.75,77.71,0.1,Alto,1111,127,1990
Veracruz de Ignacio de la Llave,30061, Las Choapas                                      ,76864,21.96,59.92,36.48,52.16,69.76,68.95,37.35,42.93,74.13,0.172,Alto,1060,122,1990
